,text,class
17,"the animal's horn is prized for supposed medicinal and magical powers in many places. the horn of the male saiga, in eastern practice, is ground as an aphrodisiac, for which it has been hunted nearly to extinction. in the congo, it is thought to conf",Antelope
18,"in mali, animal were believed to have brought the skills of agriculture to mankind. most species are difficult to contain in any density, due to the territoriality of the males. because many have extremely good jumping abilities, providing adequate fencing is a challenge.",Antelope
19,"animal have diets and rapid growth rates suitable for domestication. their tendency to panic and nonhierarchical social structure explains why farm-raised animal are uncommon. ancient egyptians kept herds of gazelles and addax for meat, and occasionally pets.",Antelope
20,"a wide variety of animal hybrids have been recorded in zoos, game parks, and wildlife ranches, due to either a lack of more appropriate mates in enclosures shared with other species or a misidentification of species. other animal that have been tamed successfully include the",Antelope
21,"animal are a common symbol in heraldry, though they occur in a highly distorted form from nature. the heraldic animal has the body of a stag and the tail of a lion, with serrated horns and a small tusk at the end of its snout.",Antelope
22,"animal can all also occur in their natural form, in which case they are termed ""natural animal"" to distinguish them from the more usual heraldic animal. the arms previously used by the republic of south africa featured a natural animal, along with an oryx.",Antelope
23,"life span encompasses 3 to 28 years, depending upon the species. males usually mature later than females. royal animal is 11 ounces (300 grams) at birth; defassa waterbuck is 31 pounds (14 pounds)",Antelope
24,"rheboks have a fast gallop, up to 40 miles (64 kilometers) per hour and are good jumpers and climbers. liberians refer to it as a jackrabbit or tricky-jack, and is revered for its speed and nimbleness.",Antelope
25,"all animal have horns; in some species they are only found on the males. in others, such as gazelles, both males and females have them. the horns are made of a bony core encased in a hard material made largely of keratin.",Antelope
26,"each hoof has a split down the middle, dividing the hoof into two toes. lechwes, which live in swampy areas, have long, pointed hooves to give them sure footing in the water. slender-horned gazelles have sturdy,",Antelope
27,maxwell’s duikers use two vocalizations: an alarm whistle and a loud bleat. a rhebok sentinel or lookout stays on guard and alerts its group with a cough-like grunt if a threat is discovered.,Antelope
28,"springbok and beira escape with bounding leaps that often confuse a predator giving chase. steenbok often hide, lying flat against the ground with their neck outstretched. lechwes spend their life near water and can jump in and swim away if they feel threatened",Antelope
29,"both male and female animal have scent glands used for leaving hints of their presence. just in front of each eye is a pit-like opening, called a preorbital gland. fluid secreted from this spot is wiped on grass, twigs, tree trunks, logs",Antelope
30,"the majority of animal are native to africa, but there are some living in the middle east and asia. males with the largest nose may be able to make low-frequency calls that indicate vigor to competitors. several animal species make a warning or threat noise that sounds like a",Antelope
31,"in territorial animal like sable animal, waterbuck, bontebok, and gazelles, the males choose a particular piece of habitat and defend it from other adult males of their kind. males that are not quite full-grown or that have not established a",Antelope
32,"some animal have special feeding adaptations for their environment. the addax follow the rains, traveling great distances to eat the new plant growth. royal animal wander the woods at night looking for succulent leaves, fruits, and fungi to eat.",Antelope
33,"the social life of animal depends on the type of habitat they live in and how much food and water is available. duikers and dik diks live alone, in pairs, or in small groups of between 3 and 10 individuals.",Antelope
34,"some animal are famous for their massive herds, like the thousands of gnu making their annual migration across the african plains. impalas, springbok, and saigas also form very large herds during migratory seasons when they are on the move to find the best food",Antelope
35,"animal calves have two survival strategies: hide out to avoid predators or start traveling right after birth to join the protection of the herd. the majority of animal use the hiding approach, including roan animal, waterbuck, klipspringer, and duikers.",Antelope
36,"between a week and a month or more, depending on the species, the calf then joins the herd and may be put with the other calves in what’s known as a nursery group. in more solitary animal, the dam hides her calf and then stays nearby to guard it",Antelope
37,"culture and human attitudes toward these animals vary. in sierra leone, the royal animal is rarely shot, but it can get caught in snares set for duikers and other hoofed animals. in liberia, there are widespread taboos on the hunting or eating of the",Antelope
38,"in 1994, there were about 1,350,000 saigas in russia; today, there are a mere 65,000. saigas are poached for their horns, which are highly valued in traditional asian folk remedies. as with rhino horn, the demand far outp",Antelope
39,"to combat poaching, young male saigas born at the center have their horns removed before reintroduction. education is a key component of the conservation efforts, and a visitor’s center now hosts programs for schoolchildren.",Antelope
40,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of wildlife for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots.,Antelope
41,"animal scientific classification: kingdom: animaliaphylum: chordata; order: artiodactyla; family: bovidae. conservation status: least concern; location: africa, asia, europe, north america. animal facts: main prey:",Antelope
42,"the animal’s horns are composed of keratin this is the same substance found in nails, hair, claws, and hooves. animals keep the same horns for their entire lives instead of shedding them every year. some horns form spirals, others are curved,",Antelope
43,the name animal describes any deer-like animals within the family bovidae that has a similar appearance and physiology. it is generally accepted that there are several distinct subfamilies that fall within the general term of animal but this is still a matter of scientific debate.,Antelope
44,animal make up approximately 91 of the 140 or so known species of the bovidae family. most tend to have a deer-like appearance with spikes or corkscrew horns. the largest members of the group almost resemble a cross between a deer and cattle.,Antelope
45,"there are generally two types of animal, which vary by habitat. small to medium animals such as the duikers and reedbucks are more adapted to concealed cover in forests and wetlands. the larger animals, on the other hand, are built for the deserts, open plains",Antelope
46,"the size of the herd can vary quite a bit. some herds consist of no more than 10 or 20 individuals, while other animals have herds of thousands. they tend to congregate into large herds in which a dominant male will mate with multiple females.",Antelope
47,"the body of the animal is remarkably well adapted for the consumption and digestion of vegetation. males tend to have larger bodies and horns than females, but in a few species, the females may lack horns altogether, or they will have smaller horns than the males.",Antelope
48,"animals have a suite of whistles, barks, bleats, grunts, and moos. these vocalizations serve as a means of alarm calls, warnings, or greetings. the acute sense of smell also aids in communication.",Antelope
49,"the animals feed almost exclusively on vegetation. the only exception is the duiker, which supplements its herbivorous diets with small amounts of meat from mammals, insects, and birds. there are generally two types of foraging strategies: browsers and grazers.",Antelope
50,"animals are some of the most common prey animals in africa. they spend a great deal of their time searching for and feeding on food. they will actively follow bird flocks, monkey troops, or migrating zebras in search of prime foraging grounds.",Antelope
51,"because of the animal’s incredible speed, many predators prefer to sneak up on them and pick off individual stragglers. the cheetah, as one of the few animals fast enough to catch them, relies on its pure speed.",Antelope
52,"animals pursue so many different courtship and mating rituals that it is difficult to discuss all of them in detail. breeding strategies can vary between full monogamy and a dominant breeding pair within a herd. once the female is impregnated, gestation lasts anywhere between four and nine",Antelope
53,"most animals prefer to hide the calf in a concealed location, while the mother rejoins the herd or hunts on its own. the calf is expected to begin traveling immediately with the herd from almost the moment it is born.",Antelope
54,"san diego zoo safari park has perhaps the largest collection of these animals in the united states. one of the most important denizens is a breeding herd of saigas, a critically endangered animal that inhabits the eurasian steppe.",Antelope
55,"the little rock zoo in arkansas contains three species of animals: the yellow-backed duiker, the greater kudu, and the dik-dik. the buffalo zoo contains the roan animal and the addax. the saint louis zoo has the add",Antelope
56,"the eland is actually part of the subfamily bovinae with bison and domesticated cattle, even though it’s considered an animal. they are dispersed among many different subfamilies, tribes, and genera.",Antelope
57,"the vast majority of animals live in the forests, savannas, wetlands, and deserts of sub-saharan africa. springboks can run nearly more than 50 mph for short bursts and 30 mph at a consistent pace.",Antelope
58,"predators of animal include lions, cheetahs, and crocodiles. animal have long legs and curved antlers. the only exception is the duiker, which also consumes meat in limited quantities.",Antelope
59,animal renew their horns every year! the lifespan of an animal is 10 to 25 years. animal can live for up to 50 years in some parts of the world. an animal's horns can last up to 60 years in the wild.,Antelope
60,"seven different kinds of animals: the gerenuk (litocranius walleri), the impala (aepyceros melampus), thomson's gazelle (gazella thomsonii), the common eland (taurotr",Antelope
61,"as in all of bovidae, all male animals have horns, which range from the short spikes of duikers to the corkscrew horns of the greater kudu. two-thirds of female animal bear horns; they are invariably thinner and usually shorter than",Antelope
62,"animals have adapted to many different ecological niches and so vary in their size, shape, locomotion, diet, social organization, and antipredator strategy. despite the diversity of adaptations, there is a marked difference between animals of closed habitats and those of open habitats",Antelope
63," animals (e.g, duikers, reedbucks, and bushbucks) are mostly small to medium-sized animals adapted for movement through undergrowth. they are solitary, living alone or in mated pairs on home ranges defended as territories.",Antelope
64,taxonomists assign animals to three subfamilies and 10 tribes that differ from one another as much as cattle differ from sheep and goats. they have a gregarious social organization and a mating system based on male territoriality.,Antelope
65,animals are classified into the following subfamilies and tribes of the family bovidae. get a britannica premium subscription to gain access to exclusive content like this.subscribe now.,Antelope
66,"when we think of animals, many of us picture four-legged, deer-like creatures bounding across a blazing savannah. members of this sub-group within the family bovidae live in a wide range of environments, including grassland, desert, rocky terrain,",Antelope
67,"animals are distinct from other hoofed mammals like sheep, cattle and goats, although they are all classed under the same family. no animal species is native to the americas or australia, however populations exist because of importation for exotic game hunting.",Antelope
68," animal are plant-eating ruminants, meaning that they regurgitate a food ball (cud) from their stomach back into their mouths. one of the most unusual-looking species is the saiga animal, which has an oversized, snout-like nose structure",Antelope
69,"as herbivores, animal are prey animals, and have evolved some very effective ways to defend themselves from predators. besides being fast runners or jumpers, they also have extremely sensitive senses of smell and hearing. some animals migrate to eat, following the rainy season, bird",Antelope
70,"animal communicate with each other using ‘rump flashes’ (a danger signal), raised hair crests, and audible communications like whistles, barks, moos, and trumpets. scent marking by rubbing their face on grass, trees, stones and logs is",Antelope
71,"mating behavior can vary quite significantly between different animal species. smaller animals tend to remain with a single mate, since they often live in areas with lower resources and larger population distribution. species of animal where males fight to compete for mates tend to have more highly developed",Antelope
72,"animal calves are usually born singly, and animal females native to forested areas will usually hide their young. grassland animal young are born in the open instead, and must gain the ability to stand on their feet within 15 minutes of birth.",Antelope
73,"the tibetan animal is traditionally hunted for its pelt, and the saiga animal for its horns. the saiga is listed as a class i protected species in china and critically endangered elsewhere. its horns are considered an aphrodisiac in chinese culture.",Antelope
74,"sitatunga (tragelaphus spekei) are amphibious animals associated with wetlands. they have small home ranges close to water and, when threatened by land-based predators, will submerge in water up to the level of their nostrils.",Antelope
75,the sitatunga browse leaves from riparian trees but also graze on wetland grasses and sedges. the lechwe (kobus leche) has similar adaptations and is distributed across parts of central and southern africa. population densities have been reduced greatly during,Antelope
76,"riparian swamps and river floodplains in africa are also home to bohor reedbuck (redunca redunca), the bushbuck (tragelaphus scriptus), the puku (k vardonii) and the waterbuck (k ell",Antelope
77,"the water chevrotain (hyemoschus aquaticus) is a member of the tragulidae, an artiodactyl family. it has a highly fragmented range from sierra leone through the congo to western uganda. chevrotains frequently visit marshes and wetlands",Antelope
78,jarman’s analysis at the species level indicated that group size was positively associated with diet breadth and body mass. the need to cover a wide feeding area to track annual fluctuation in roughage quality and abundance may also favour a larger body size. species living in small groups may,Antelope
79,study had a large impact on subsequent research despite lacking proper statistical testing. no attempt was made to control for the fact that closely related species may show similar behaviour partly in response to shared ancestry. species that feed on rough vegetation tend to live in larger groups.,Antelope
80,a re-analysis of the data using statistical techniques to control for shared ancestry enables us to re-evaluate these previous qualitative conclusions. both body size and group size still covary with diet. the relationship between group size and the tendency to rely on fleeing and counter-attacks when threatened by,Antelope
81,the relationship between group size and body size is weaker within than between subfamilies of animals. this suggests a relative lack of flexibility in group size among species with shared ancestry. it is not clear whether animal species evolved larger group sizes after or before moving to more open habitats,Antelope
82," jarman hypothesized that species living in larger groups can rely on one another to deter predation. life-history theory predicts that such a reduction in extrinsic causes of mortality would lead to an increase in lifespan. in african animals, the comparative analysis revealed that lifespan does increase",Antelope
83,other antipredator traits in animals and other ungulate species have since been related to group living. many of these traits may function as signals to alert other group members of a predation threat. such signals may also be directed at the predator and serve to deter attack.,Antelope
84,"the results from this comparative analysis revealed several interesting associations between antipredator traits and group size in ungulates. predator inspection, bunching, and group attacks are more predominant in larger species and those living in larger groups.",Antelope
85,"although locomotion-induced sounds are produced by nonspecialized morphology, and are involuntary, they are used by ungulates as associated element during their main behavioral displays. many mammal species drum, stamp, stomp, thump, strike, and bang on the ground, on butt",Antelope
86,"eland animal bulls (tragelaphus oryx) produce loud castanet-like clicks, when a knee tendon slips over the carpal bone while walking. drumming can transmit various information about location, intention to travel, territorial ownership, competitive superiority, submission,",Antelope
87,"in some cervid and bovid species, stamping the ground is a sign of aggression and a kind of marking behavior. in addition, сaribou (rangifer tarandus) and elk (cervus elaphus) also produce clicking noises",Antelope
88,") and wild sheep (ovis sp), commonly clash horns when fighting, which produce sounds audible up to a distance of a few 100 m. horning behavior (pushing or beating trees, bushes or shrubs with horns or antlers) has a wide distribution among families of c",Antelope
89,"the sitatunga (tragelaphus spekii) is a medium-sized animal, which inhabits marshland. it browses on sedges and other waterside plants. it has a slender, tapering upper jaw (fig 1321)",Antelope
90,sitatunga (tragelaphus spekii) has mesodont molars: m3hi = 2. premolars are a little over half the size of the molars with wide center ridges. the molars have occlusal surfaces typical of browsers,Antelope
91,the shape of the similar molar crowns of domestic cattle (bos taurus) can be seen in the radiograph shown in fig 1323. it is not possible to assess the degree of hypsodonty in the more worn m1 and m2.,Antelope
92,the toxic dose of hyoscyamine per os for cattle appears to be about 25 mg/kg in datura stramonium seed. the poisoning was also self-limiting as anorexia prevented further intake until the levels of alkaloids were reduced.,Antelope
93,"naudé and kriek (1969), cited by kellerman et al (2005), also observed mild anti-muscarinic signs with orally administered atropine sulfate at 5 mg/kg. the signs of mainly ataxia and the extended course of intoxication over weeks",Antelope
94,"datura spp also contain calystegines (glycosidase inhibitors, vide supra) d. stramonium leaves or green fruit were needed daily over a period of 12–61 days in sheep and 30–134 days in goats to cause death.",Antelope
95,"recently, it was observed that tropane alkaloid levels in d stramonium varied by almost 100% and it is thus possible that the same may apply to the calystegine polyhydroxylated pseudotropine alkaloids. the observation on the abnormal",Antelope
96,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of new zealand for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots.,Antelope
97,"in 2005, a new and divergent pestivirus was found in a pronghorn animal, antilocapra americana. the affected animal was a young animal that was found wandering blind. the virus showed some cross-neutralization with pestiviruses.",Antelope
98,", 2014) at present, this virus would be considered the member of a novel pestivirus species, and one of the more divergent lineages. statistical support for nodes was obtained by bootstrapping (1000 replicates); only values ≥ 50% are shown.",Antelope
99,"prices of whole carcasses of bushmeat vary between an average of $40 for animals, $20 for primates, $57 for bushpig, and $5 for rodents. smoked-dry “quarters” of bay duiker, water chevro",Antelope
100,"prices of bushmeat per kilogram dry weight showed that primates and animals were the most expensive. the main bushmeat price for liberia in 1990 was $132/kg. in rural areas, prices of primates were twice the price of other meat items.",Antelope
101,"up to a dozen species populated the prairies of north america as little as a million years ago, each with a distinctive set of ‘horns’ phylogenetically, pronghorns are close to bovids, although their horns are much smaller than the true horns",Antelope
102,"the horns of a male greater kudu, tragelaphus strepsiceros, are the second tallest of the animals and the species with the most spectacular horns. the 25 turns in each horn are typical of horns that are usually around 120 cm in length;",Antelope
103,"male pronghorn animals have deciduous ‘horns’ consisting of a pair of permanent bony projections on the skull. they are sharp-edged in section, solid, unbranched and covered with a layer of epidermal cells that forms horn",Antelope
104,"horns of the saiga animal, saiga tatarica, also have a permanent bony core and a horny sheath that is shed periodically. at least one species of most major lineages within the bovidae sheds its horns.",Antelope
105,"animals are a polyphyletic group of herbivorous african and asian animals of the family bovidae, distinguished by a pair of hollow horns on their heads. there are many different species of animal, ranging in size from the tiny royal animal to the giant",Antelope
106,"animals have powerful hindquarters and, when startled, run with a peculiar bounding stride that makes them look as though they are bouncing over the terrain. some species of animal can reach speeds of 60 miles (100 kilometers) per hour.",Antelope
107,"most animals have fawn or brown-colored fur so they can camouflage themselves while eating. a common feature of the gazelle is a white rump, which flashes a warning to others when it runs from danger.",Antelope
108,"when a springbok senses danger, its pouch opens up, and the hairs stand on end. their eyes are on the sides of their heads, and their pupils are elongated horizontally. they have no upper incisors; in order to tear grass stems and leaves, their lower",Antelope
109,"both sexes of most animal species grow horns, though the males' horns are generally larger. in species where males compete to mate with several females, horns may grow as long as 15 m (5 ft) despite their large size, animal horns are hollow and lightweight.",Antelope
110,"animal life spans are hard to determine, and most known figures relate only to those in captivity. since their food cannot run, animals do not have to be quick-thinking. however, they can be very clever in escaping from their enemies.",Antelope
111,"the animal's choice to flee is based largely on the type of predator and its distance from the herd. usually, gazelles will permit lions to come within 200 m (650 ft) before fleeing. they likely recognise that a hunting lion prefers to hide while stalking its prey",Antelope
112,"animals communicate with each other using a varied array of sounds. for example, dik-diks whistle when alarmed, warning other animals of danger as well. generally, though, sight is a much more common form of communication than sound among animals.",Antelope
113,animal species common to forests tend to stay in the same place all their lives. species that live out in the open often migrate to feed and breed. the gnus carry out the most famous of these migrations through the plains and open woodlands of eastern and southern africa.,Antelope
114,"there are about 90 species of animal in about 30 genera, of which about 15 species are endangered. migration can be very risky; the dangers include crossing crocodile-infested rivers. migration also supplies the gnus with food at different times of the year.",Antelope
115,"animal are not a cladistic group in and of themselves, but rather are considered a miscellaneous group. the term is used loosely to describe all members of the family bovidae who do not fall under the category of sheep, cattle or goats.",Antelope
116,"a wide variety of animal hybrids have been recorded in zoos. this may be due to a lack of more appropriate mates in enclosures shared with other species, or misidentification of species. some so-called species are actually variant populations of the same species.",Antelope
117,"in the early 1900s, the london zoological society hybridized several animal species, including the water-bucks kobus ellipsiprymnus and kobus unctuosus. the animal's horn is prized for its medicinal and magical powers in many places.",Antelope
118,"christian iconography sometimes uses the animal's two horns as a symbol of the two spiritual weapons that christians possess: the old testament and the new testament. the animal represented nobility as evidenced in chaucer and john lydgate. in fez, morocco, leather made from the",Antelope
119,"the animal (ursus arctos horribilis), also known as the north american brown animal or simply animal, is a population or subspecies[1] of the brown animal inhabiting north america.",grizzly+bear
120,"the ussuri brown animal (u a lasiotus), inhabiting russia, northern china, japan, and korea, is sometimes referred to as the ""black animal"" it is no more closely related to north american brown animals than other subspecies of brown animal around the world",grizzly+bear
121,"1	meaning of ""animal"" is ""gruffy"" 2	subspecies in north america                2	appearance                3	range and population                31	north america                4	biology                41	hibernation                42	reproduction                ",grizzly+bear
122,meriwether lewis and william clark first described it as grisley. the modern spelling supposes the former meaning. george ord formally classified it in 1815 as u horribilis for its character. there are two morphological forms of ursus arctos: the grizz,grizzly+bear
123,"the genome of the animal was sequenced in 2018 and found to be 2,32864mb (mega-basepairs) in length, and contain 30,387 genes. the animal is a subspecies of the brown animal (ursus arctos",grizzly+bear
124,"coastal animals, often referred to by the popular but geographically redundant synonym of ""brown animal"" or ""alaskan brown animal"" are larger and darker than inland animals. kodiak animals were also at one time considered distinct. at one time there were",grizzly+bear
125,"newborn animals may weigh less than 500 grams (11 lb) in the yukon river area, mature female animals can weigh as little as 100 kg (220 lb) for a female, these average weights would be 136 kg (300 lb) inland and 227 kg (500 lb",grizzly+bear
126,"a pronounced muscular hump appears on adult animals' shoulders; black animals do not have this hump. a animal can be identified by a ""dished in"" profile of their face with short, rounded ears, whereas a black animal has a straight face profile and longer ears.",grizzly+bear
127,"in north america, animals previously ranged from alaska down to mexico and as far east as the western shores of hudson bay. the species is now found in alaska, south through much of western canada, and into portions of the northwestern united states. in canada, there are approximately 25",grizzly+bear
128,"in 2008, it was estimated there were 16,014 animals in british columbia. a revised animal count in 2012 for british columbia was 15,075. the alaskan population of 30,000 individuals is the highest population of any province / state in north america.",grizzly+bear
129,"there are about 55,000 wild animals located throughout north america, 30,000 of which are found in alaska. only around 1,500 animals remain in the lower 48 united states. its original range included much of the great plains and the southwestern states.",grizzly+bear
130,"although the once-abundant california animal appears prominently on the state flag of california, the subspecies or population is currently extinct. the last known animals in california were killed in the sierra foothills east of fresno in the early 1920s.",grizzly+bear
131,"other provinces and the united states may use a combination of methods for population estimates. it is difficult to say precisely what methods were used to produce total population estimates for canada and north america. the animal currently has legal protection in mexico, european countries, some areas of canada, and",grizzly+bear
132,"animals hibernate for 5 to 7 months each year. the male animal's hibernation ends in early to mid-march, while females emerge in april or early may. animals do not defecate or urinate throughout the entire hibernation",grizzly+bear
133,"the dens are typically at elevations above 1,800 m (5,900 ft) on north-facing slopes. although inland or rocky mountain animals spend nearly half of their life in dens, coastal animals with better access to food sources spend less time in dens.",grizzly+bear
134,animals have one of the lowest reproductive rates of all terrestrial mammals in north america. females (sows) produce one to four young that are small and weigh only about 450 grams (1 lb) at birth. a sow is protective of her offspring and will attack if,grizzly+bear
135,"on average, females produce two cubs in a litter, and the mother cares for the cubs for up to two years, during which the mother will not mate. once the young leave or are killed, females may not produce another litter for three or more years, depending on environmental",grizzly+bear
136,"the gestation period for animals is approximately 180–250 days. cubs are always born in the mother's winter den while she is in hibernation. cubs feed entirely on their mother's milk until summer comes, after which they begin to eat solid foods.",grizzly+bear
137,"the average lifespan for a male is estimated at 22 years, with that of a female being slightly longer at 26. the oldest known wild inland animal was 34 about years old in alaska. captive animals have lived as long as 44 years[citation needed]",grizzly+bear
138,"although animals are of the order carnivora and have the digestive system of carnivores, they are normally omnivores. they have been known to prey on large mammals, when available, such as moose, elk, caribou, white-tailed deer, m",grizzly+bear
139,"coastal canadian and alaskan animals are larger than those that reside in the rocky mountains. this is due, in part, to the richness of their diets. in yellowstone national park in the united states, the animal's diet consists mostly of whitebark pine",grizzly+bear
140,"animals in alaska supplement their diet of salmon and clams with sedge grass and berries. in areas where salmon are forced to leap waterfalls, animals gather at the base of the falls to feed on and catch the fish.",grizzly+bear
141,"animals along the coast also forage for razor clams, and frequently dig into the sand to seek them. during the spring and fall, directly before and after the salmon runs, berries and grass make up the mainstay of the diets of coastal animals. in",grizzly+bear
142,"animals occasionally prey on small mammals, such as marmots, ground squirrels, lemmings, and voles. the most famous example of such predation is in denali national park and preserve, where animals chase, pounce on, and",grizzly+bear
143,"animals are important predators of moose and elk calves in alaska and yellowstone. they may kill as many as 51 percent of elk or moose calves born that year. in northern alaska, animals are a significant predator of caribou, mostly taking sick",grizzly+bear
144,animals along the alaskan coast also scavenge on dead or washed up whales. up to ten large males have been seen at a time eating a dead humpback whale. dead seals and sea lions are also consumed.,grizzly+bear
145,"animals may obtain half of their yearly caloric needs by feeding on miller moths that congregate on mountain slopes. when food is abundant, animals will feed in groups, but when food sources become scarcer, they separate once again.",grizzly+bear
146,"with the reintroduction of gray wolves to yellowstone, many visitors have witnessed a once common struggle between a keystone species, the animal, and its historic rival, the gray wolf. the interactions of animals with the wolves of yellowstone have been under considerable study.",grizzly+bear
147,"while wolves usually dominate animals during interactions at wolf dens, both animal and black animals have been reported killing wolves and their cubs. one carcass simply is not usually worth the risk to the wolves (if the animal has the upper hand due to strength and size) or",grizzly+bear
148,"animals have less competition with cougars than with other predators, such as coyotes, wolves, and other animals. there have been several anecdotes, primarily from the late 19th and early 20th centuries, of cougars and animals killing each other in fights to",grizzly+bear
149,"animals and black animals are not strong competition for prey because they have a more herbivorous diet. confrontations are rare because of the differences in size, habitats, and diets of the animal species.",grizzly+bear
150,"the segregation of black animal and animal populations is possibly due to competitive exclusion. in certain areas, animals outcompete black animals for the same resources. the black animal will only fight when it is a smaller animal such as a yearling or when the black animal",grizzly+bear
151,"animals tend to favor old forests with high productivity, higher elevations and more open habitats compared with black animals. coyotes, foxes, and wolverines are generally regarded merely as pests to animals rather than competition.",grizzly+bear
152,"the removal of wolves and animals in california may have greatly reduced the abundance of the endangered san joaquin kit fox. wolverines are aggressive enough to occasionally persist until the animal finishes eating, leaving more scraps than normal for the smaller animal.",grizzly+bear
153,"while foraging for tree roots, plant bulbs, or ground squirrels, animals stir up the soil. this process not only helps animals access their food, but also increases species richness in alpine ecosystems. an area that contains both animal digs and undisturbed land has greater plant",grizzly+bear
154,animals regulate prey populations and help prevent overgrazing in forests by controlling the populations of other species in the food chain. an experiment in grand teton national park in wyoming in the united states showed removal of wolves and animals caused populations of their herbivorous,grizzly+bear
155,"when animals fish for salmon along the coasts of alaska and british columbia, they often only eat the skin, brain and roe of the fish. in doing so, they provide a food source for gulls, ravens, and foxes, all of which eat salmon as",grizzly+bear
156,"at traditional animal hunts in some western tribes such as the gwich’in, the expedition was conducted with the same preparation and ceremoniality as intertribal warfare. californian natives actively avoided prime animal habitat and would not allow their young men to hunt alone for fear",grizzly+bear
157,"sleeping animal dunes is named after an ojibwe legend, where a female animal and her cubs swam across lake michigan. according to the legend, the two cubs drowned and became the manitou islands. over the years, the sand covered the mother animal",grizzly+bear
158,"animals do not climb trees well, and respond to danger by standing their ground and warding off their attackers. mothers defending cubs are the most prone to attacking, and are responsible for 70% of humans killed by animals. most animal attacks result from",grizzly+bear
159,"the animal is a north american subspecies of the brown animal. animals are typically brown, though their fur can appear to be white-tipped, or grizzled, lending them their name animals are protected by law in the continental united states.",grizzly+bear
160,"dramatic gatherings of animals can be seen at prime alaskan fishing spots when the salmon run upstream for summer spawning. animals may gather to feast on the fish, craving fats that will sustain them through the long winter ahead.",grizzly+bear
161,"animals once lived in much of western north america and even roamed the great plains. though european settlement gradually eliminated the animals from much of their original habitat, animal populations can still be found in parts of wyoming, montana, idaho, and washington state.",grizzly+bear
162,"in the 1960s, it was estimated that there were only 600 to 800 remaining in the wild. in 1975, animals were listed as threatened under the us endangered species act. today, animals are considered a conservation success story.",grizzly+bear
163,"under the u.s. endangered species act, the population of animals has grown. the us fish and wildlife service established recovery zones for the animals and set out to improve relationships between humans and animals. there are more than five times the number of animals than there were",grizzly+bear
